plan_id,experiment,case_id,provider,mode,group,actor_state,cache_state,start_band,language,device,network,role,speed,register,duration_s,resolution,fps,script_hash,audio_hash,reference_hash,consent_id,expected,actual,status
X1-181,X1,same-device,WeChat,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-182,X1,cancel-retry,WeChat,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-183,X1,duplicate-callback,WeChat,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-184,X1,invalid-state,WeChat,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-185,X1,network-failure,WeChat,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-186,X1,external-browser,WeChat,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,不适用（微信入口无Google外部接续）,未测,planned
X1-187,X1,same-device,WeChat,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-188,X1,cancel-retry,WeChat,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-189,X1,duplicate-callback,WeChat,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-190,X1,invalid-state,WeChat,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-191,X1,network-failure,WeChat,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-192,X1,external-browser,WeChat,,,,,,id,Android-Chrome,,,,,,,,,,,,不适用（微信入口无Google外部接续）,未测,planned
X1-193,X1,same-device,WeChat,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-194,X1,cancel-retry,WeChat,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-195,X1,duplicate-callback,WeChat,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-196,X1,invalid-state,WeChat,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-197,X1,network-failure,WeChat,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-198,X1,external-browser,WeChat,,,,,,ja,Android-Chrome,,,,,,,,,,,,不适用（微信入口无Google外部接续）,未测,planned
X1-199,X1,same-device,WeChat,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-200,X1,cancel-retry,WeChat,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-201,X1,duplicate-callback,WeChat,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-202,X1,invalid-state,WeChat,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-203,X1,network-failure,WeChat,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-204,X1,external-browser,WeChat,,,,,,ko,Android-Chrome,,,,,,,,,,,,不适用（微信入口无Google外部接续）,未测,planned
X1-205,X1,same-device,WeChat,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-206,X1,cancel-retry,WeChat,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-207,X1,duplicate-callback,WeChat,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-208,X1,invalid-state,WeChat,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-209,X1,network-failure,WeChat,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-210,X1,external-browser,WeChat,,,,,,hi,Android-Chrome,,,,,,,,,,,,不适用（微信入口无Google外部接续）,未测,planned
X1-211,X1,same-device,Google,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-212,X1,cancel-retry,Google,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-213,X1,duplicate-callback,Google,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-214,X1,invalid-state,Google,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-215,X1,network-failure,Google,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-216,X1,external-browser,Google,,,,,,zh-Hans,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-217,X1,same-device,Google,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-218,X1,cancel-retry,Google,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-219,X1,duplicate-callback,Google,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-220,X1,invalid-state,Google,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-221,X1,network-failure,Google,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-222,X1,external-browser,Google,,,,,,id,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-223,X1,same-device,Google,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-224,X1,cancel-retry,Google,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-225,X1,duplicate-callback,Google,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-226,X1,invalid-state,Google,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-227,X1,network-failure,Google,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-228,X1,external-browser,Google,,,,,,ja,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-229,X1,same-device,Google,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-230,X1,cancel-retry,Google,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-231,X1,duplicate-callback,Google,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-232,X1,invalid-state,Google,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-233,X1,network-failure,Google,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-234,X1,external-browser,Google,,,,,,ko,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-235,X1,same-device,Google,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-236,X1,cancel-retry,Google,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-237,X1,duplicate-callback,Google,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-238,X1,invalid-state,Google,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-239,X1,network-failure,Google,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-240,X1,external-browser,Google,,,,,,hi,Android-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-241,X1,same-device,WeChat,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-242,X1,cancel-retry,WeChat,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-243,X1,duplicate-callback,WeChat,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-244,X1,invalid-state,WeChat,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-245,X1,network-failure,WeChat,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-246,X1,external-browser,WeChat,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,不适用（微信入口无Google外部接续）,未测,planned
X1-247,X1,same-device,WeChat,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-248,X1,cancel-retry,WeChat,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-249,X1,duplicate-callback,WeChat,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-250,X1,invalid-state,WeChat,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-251,X1,network-failure,WeChat,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-252,X1,external-browser,WeChat,,,,,,id,desktop-Chrome,,,,,,,,,,,,不适用（微信入口无Google外部接续）,未测,planned
X1-253,X1,same-device,WeChat,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-254,X1,cancel-retry,WeChat,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-255,X1,duplicate-callback,WeChat,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-256,X1,invalid-state,WeChat,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-257,X1,network-failure,WeChat,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-258,X1,external-browser,WeChat,,,,,,ja,desktop-Chrome,,,,,,,,,,,,不适用（微信入口无Google外部接续）,未测,planned
X1-259,X1,same-device,WeChat,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-260,X1,cancel-retry,WeChat,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-261,X1,duplicate-callback,WeChat,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-262,X1,invalid-state,WeChat,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-263,X1,network-failure,WeChat,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-264,X1,external-browser,WeChat,,,,,,ko,desktop-Chrome,,,,,,,,,,,,不适用（微信入口无Google外部接续）,未测,planned
X1-265,X1,same-device,WeChat,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-266,X1,cancel-retry,WeChat,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-267,X1,duplicate-callback,WeChat,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-268,X1,invalid-state,WeChat,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-269,X1,network-failure,WeChat,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-270,X1,external-browser,WeChat,,,,,,hi,desktop-Chrome,,,,,,,,,,,,不适用（微信入口无Google外部接续）,未测,planned
X1-271,X1,same-device,Google,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-272,X1,cancel-retry,Google,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-273,X1,duplicate-callback,Google,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-274,X1,invalid-state,Google,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-275,X1,network-failure,Google,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-276,X1,external-browser,Google,,,,,,zh-Hans,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-277,X1,same-device,Google,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-278,X1,cancel-retry,Google,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-279,X1,duplicate-callback,Google,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-280,X1,invalid-state,Google,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-281,X1,network-failure,Google,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-282,X1,external-browser,Google,,,,,,id,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-283,X1,same-device,Google,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-284,X1,cancel-retry,Google,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-285,X1,duplicate-callback,Google,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-286,X1,invalid-state,Google,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-287,X1,network-failure,Google,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-288,X1,external-browser,Google,,,,,,ja,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-289,X1,same-device,Google,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-290,X1,cancel-retry,Google,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-291,X1,duplicate-callback,Google,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-292,X1,invalid-state,Google,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-293,X1,network-failure,Google,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-294,X1,external-browser,Google,,,,,,ko,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-295,X1,same-device,Google,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-296,X1,cancel-retry,Google,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-297,X1,duplicate-callback,Google,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-298,X1,invalid-state,Google,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-299,X1,network-failure,Google,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X1-300,X1,external-browser,Google,,,,,,hi,desktop-Chrome,,,,,,,,,,,,同机授权准确接续；失败保持未登录；实录与回调证据,未测,planned
X2-01-tts,X2,pair-01,OpenAI,tts,,,,near-zero,,,,A,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-01-realtime,X2,pair-01,OpenAI,realtime,,,,near-zero,,,,A,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-02-tts,X2,pair-02,OpenAI,tts,,,,gaps,,,,B,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-02-realtime,X2,pair-02,OpenAI,realtime,,,,gaps,,,,B,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-03-tts,X2,pair-03,OpenAI,tts,,,,local-adaptation,,,,A,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-03-realtime,X2,pair-03,OpenAI,realtime,,,,local-adaptation,,,,A,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-04-tts,X2,pair-04,OpenAI,tts,,,,near-zero,,,,B,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-04-realtime,X2,pair-04,OpenAI,realtime,,,,near-zero,,,,B,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-05-tts,X2,pair-05,OpenAI,tts,,,,gaps,,,,A,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-05-realtime,X2,pair-05,OpenAI,realtime,,,,gaps,,,,A,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-06-tts,X2,pair-06,OpenAI,tts,,,,local-adaptation,,,,B,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-06-realtime,X2,pair-06,OpenAI,realtime,,,,local-adaptation,,,,B,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-07-tts,X2,pair-07,OpenAI,tts,,,,near-zero,,,,A,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-07-realtime,X2,pair-07,OpenAI,realtime,,,,near-zero,,,,A,slow,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-08-tts,X2,pair-08,OpenAI,tts,,,,gaps,,,,B,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-08-realtime,X2,pair-08,OpenAI,realtime,,,,gaps,,,,B,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-09-tts,X2,pair-09,OpenAI,tts,,,,local-adaptation,,,,A,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-09-realtime,X2,pair-09,OpenAI,realtime,,,,local-adaptation,,,,A,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-10-tts,X2,pair-10,OpenAI,tts,,,,near-zero,,,,B,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-10-realtime,X2,pair-10,OpenAI,realtime,,,,near-zero,,,,B,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-11-tts,X2,pair-11,OpenAI,tts,,,,gaps,,,,A,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-11-realtime,X2,pair-11,OpenAI,realtime,,,,gaps,,,,A,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-12-tts,X2,pair-12,OpenAI,tts,,,,local-adaptation,,,,B,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-12-realtime,X2,pair-12,OpenAI,realtime,,,,local-adaptation,,,,B,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-13-tts,X2,pair-13,OpenAI,tts,,,,near-zero,,,,A,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-13-realtime,X2,pair-13,OpenAI,realtime,,,,near-zero,,,,A,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-14-tts,X2,pair-14,OpenAI,tts,,,,gaps,,,,B,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-14-realtime,X2,pair-14,OpenAI,realtime,,,,gaps,,,,B,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-15-tts,X2,pair-15,OpenAI,tts,,,,local-adaptation,,,,A,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-15-realtime,X2,pair-15,OpenAI,realtime,,,,local-adaptation,,,,A,slow,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-16-tts,X2,pair-16,OpenAI,tts,,,,near-zero,,,,B,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-16-realtime,X2,pair-16,OpenAI,realtime,,,,near-zero,,,,B,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-17-tts,X2,pair-17,OpenAI,tts,,,,gaps,,,,A,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-17-realtime,X2,pair-17,OpenAI,realtime,,,,gaps,,,,A,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-18-tts,X2,pair-18,OpenAI,tts,,,,local-adaptation,,,,B,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-18-realtime,X2,pair-18,OpenAI,realtime,,,,local-adaptation,,,,B,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-19-tts,X2,pair-19,OpenAI,tts,,,,near-zero,,,,A,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-19-realtime,X2,pair-19,OpenAI,realtime,,,,near-zero,,,,A,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-20-tts,X2,pair-20,OpenAI,tts,,,,gaps,,,,B,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-20-realtime,X2,pair-20,OpenAI,realtime,,,,gaps,,,,B,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-21-tts,X2,pair-21,OpenAI,tts,,,,local-adaptation,,,,A,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-21-realtime,X2,pair-21,OpenAI,realtime,,,,local-adaptation,,,,A,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-22-tts,X2,pair-22,OpenAI,tts,,,,near-zero,,,,B,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-22-realtime,X2,pair-22,OpenAI,realtime,,,,near-zero,,,,B,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-23-tts,X2,pair-23,OpenAI,tts,,,,gaps,,,,A,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-23-realtime,X2,pair-23,OpenAI,realtime,,,,gaps,,,,A,natural,formal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-24-tts,X2,pair-24,OpenAI,tts,,,,local-adaptation,,,,B,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-24-realtime,X2,pair-24,OpenAI,realtime,,,,local-adaptation,,,,B,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-25-tts,X2,pair-25,OpenAI,tts,,,,near-zero,,,,A,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-25-realtime,X2,pair-25,OpenAI,realtime,,,,near-zero,,,,A,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-26-tts,X2,pair-26,OpenAI,tts,,,,gaps,,,,B,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-26-realtime,X2,pair-26,OpenAI,realtime,,,,gaps,,,,B,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-27-tts,X2,pair-27,OpenAI,tts,,,,local-adaptation,,,,A,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-27-realtime,X2,pair-27,OpenAI,realtime,,,,local-adaptation,,,,A,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-28-tts,X2,pair-28,OpenAI,tts,,,,near-zero,,,,B,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-28-realtime,X2,pair-28,OpenAI,realtime,,,,near-zero,,,,B,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
X2-29-tts,X2,pair-29,OpenAI,tts,,,,gaps,,,,A,natural,informal,30,,,,,,,五维独立盲评及跨模式连续；原声音hash与配置,未测,planned
